frequency,time_window,power
0.0,1,53.43548483759228
3.90625,1,25.084081493494903
7.8125,1,64.14241763733392
11.71875,1,179.792530261489
15.625,1,1096.7423442717275
19.53125,1,167.45171836009962
23.4375,1,96.76865720117188
27.34375,1,69.89859118741224
31.25,1,55.41617936929947
35.15625,1,46.213934669017085
39.0625,1,39.7766769386711
42.96875,1,34.9812620412787
46.875,1,31.247241867967
50.78125,1,28.24271049089799
54.6875,1,25.763233165083683
58.59375,1,23.675506779870773
62.5,1,21.888605310101514
66.40625,1,20.338203843736878
70.3125,1,18.977404357519667
74.21875,1,17.77113868931108
78.125,1,16.69261398179533
82.03125,1,15.720976871702167
85.9375,1,14.839732808261209
89.84375,1,14.035648719676342
93.75,1,13.29797397513671
97.65625,1,12.61787625755462
101.5625,1,11.988025795284223
105.46875,1,11.4022840574222
109.375,1,10.85546732423511
113.28125,1,10.343164792729063
117.1875,1,9.861596985337894
121.09375,1,9.407504341097791
125.0,1,8.978058685872888
128.90625,1,8.57079223916055
132.8125,1,8.183540200741174
136.71875,1,7.814393952814319
140.625,1,7.461662632850218
144.53125,1,7.123841360475804
148.4375,1,6.799584793279841
152.34375,1,6.487684979833525
156.25,1,6.187052699814501
160.15625,1,5.896701650613055
164.0625,1,5.615734969491886
167.96875,1,5.343333681438297
171.875,1,5.0787467412313525
175.78125,1,4.821282399987326
179.6875,1,4.570300675153105
183.59375,1,4.325206741444616
187.5,1,4.085445091103687
191.40625,1,3.850494336164873
195.3125,1,3.619862545340732
199.21875,1,3.393083023465252
203.125,1,3.1697104541518577
207.03125,1,2.9493173359859375
210.9375,1,2.731490650219971
214.84375,1,2.5158287035932503
218.75,1,2.3019380939853935
222.65625,1,2.089430749133202
226.5625,1,1.8779209896588451
230.46875,1,1.6670225674906813
234.375,1,1.4563456288475285
238.28125,1,1.245493547797179
242.1875,1,1.0340595712044287
246.09375,1,0.8216232090374156
250.0,1,0.6077462943338467
253.90625,1,0.3919686249418213
257.8125,1,0.17380308323492244
261.71875,1,0.047269890743267595
265.625,1,0.2718086230783623
269.53125,1,0.5004175111244056
273.4375,1,0.7337555376907403
277.34375,1,0.9725462778662486
281.25,1,1.217589755216979
285.15625,1,1.4697765994668028
289.0625,1,1.7301050835984295
292.96875,1,1.99970178598781
296.875,1,2.279846847604759
300.78125,1,2.5720050988580407
304.6875,1,2.8778647476376182
308.59375,1,3.1993858970649622
312.5,1,3.5388619711301175
316.40625,1,3.8989982758367034
320.3125,1,4.283013580809152
324.21875,1,4.694773031992832
328.125,1,5.138964318788041
332.03125,1,5.621334499903911
335.9375,1,6.149013381331993
339.84375,1,6.7309627901195626
343.75,1,7.378612944028138
347.65625,1,8.106783653896546
351.5625,1,8.935051149704393
355.46875,1,9.889834156721262
359.375,1,11.007683327319008
363.28125,1,12.340670138195131
367.1875,1,13.965624797133493
371.09375,1,16.000864100794708
375.0,1,18.638601357791128
378.90625,1,22.213366951665897
382.8125,1,27.363729158452287
386.71875,1,35.47940391406137
390.625,1,50.26613786518977
394.53125,1,86.01723090964674
398.4375,1,299.9578884281315
402.34375,1,198.853942515857
406.25,1,74.00487007170982
410.15625,1,45.10189827471813
414.0625,1,32.18853174730925
417.96875,1,24.83552508732023
421.875,1,20.062970921837326
425.78125,1,16.696852121235004
429.6875,1,14.180946278567475
433.59375,1,12.217632759480697
437.5,1,10.63319400880408
441.40625,1,9.319359984683919
445.3125,1,8.205086710600565
449.21875,1,7.241771962007114
453.125,1,6.394991633549566
457.03125,1,5.639630112397791
460.9375,1,4.956881339296261
464.84375,1,4.332331287655852
468.75,1,3.754691255021849
472.65625,1,3.214936452180425
476.5625,1,2.705704444808714
480.46875,1,2.220864313048337
484.375,1,1.755200191505823
488.28125,1,1.304172524440565
492.1875,1,0.8637324558335728
496.09375,1,0.4301723267143239
500.0,1,3.3127501012661995e-12
0.0,2,96.37868221699894
3.90625,2,1.6901097506534608
7.8125,2,4.38148246229472
11.71875,2,12.56084574355358
15.625,2,79.01497113831532
19.53125,2,12.535643031665318
23.4375,2,7.5788435305741455
27.34375,2,5.761660302107286
31.25,2,4.83239895767368
35.15625,2,4.281827166129278
39.0625,2,3.929768482660045
42.96875,2,3.6957915321792143
46.875,2,3.538351836724713
50.78125,2,3.4337147258123872
54.6875,2,3.367280257713059
58.59375,2,3.329546385356002
62.5,2,3.314048691176062
66.40625,2,3.316230087945577
70.3125,2,3.332783564373483
74.21875,2,3.361251255327833
78.125,2,3.3997698693686838
82.03125,2,3.4469034504557374
85.9375,2,3.501530255794491
89.84375,2,3.5627642757456357
93.75,2,3.6298995703851986
97.65625,2,3.70237001562963
101.5625,2,3.7797196914115556
105.46875,2,3.861580767650522
109.375,2,3.9476567691598374
113.28125,2,4.0377097635886585
117.1875,2,4.131550453915416
121.09375,2,4.229030452156479
125.0,2,4.330036212862218
128.90625,2,4.434484245583606
132.8125,2,4.5423173251795905
136.71875,2,4.653501490236213
140.625,2,4.76802367149287
144.53125,2,4.885889830703702
148.4375,2,5.007123518518257
152.34375,2,5.131764781690934
156.25,2,5.259869366093074
160.15625,2,5.391508174996699
164.0625,2,5.526766951843836
167.96875,2,5.665746164929839
171.875,2,5.808561077886714
175.78125,2,5.955341995262631
179.6875,2,6.106234677424635
183.59375,2,6.261400922997152
187.5,2,6.421019320923335
191.40625,2,6.585286178092141
195.3125,2,6.7544166321022505
199.21875,2,6.928645962319489
203.125,2,7.108231116814672
207.03125,2,7.293452476821503
210.9375,2,7.484615885574227
214.84375,2,7.682054973860864
218.75,2,7.886133821484336
222.65625,2,8.09725000093586
226.5625,2,8.315838059558088
230.46875,2,8.542373506579935
234.375,2,8.777377384735203
238.28125,2,9.021421522563806
242.1875,2,9.27513458181414
246.09375,2,9.539209038978331
250.0,2,9.814409268664361
253.90625,2,10.10158093268089
257.8125,2,10.401661923891375
261.71875,2,10.715695170089031
265.625,2,11.044843674724495
269.53125,2,11.39040826100155
273.4375,2,11.753848601939431
277.34375,2,12.136808266284255
281.25,2,12.541144704685134
285.15625,2,12.968965348140593
289.0625,2,13.422671325225519
292.96875,2,13.905010741318044
296.875,2,14.419144053083041
300.78125,2,14.96872486915279
304.6875,2,15.558000599668024
308.59375,2,16.191938889464254
312.5,2,16.876387888686466
316.40625,2,17.618281425546982
320.3125,2,18.42590448423199
324.21875,2,19.309240742613028
328.125,2,20.280433382339147
332.03125,2,21.354404733904353
335.9375,2,22.54970254405942
339.84375,2,23.889675866448925
343.75,2,25.404140797763823
347.65625,2,27.131791935194986
351.5625,2,29.123780511021714
355.46875,2,31.449175564806772
359.375,2,34.203575557854634
363.28125,2,37.52321647344358
367.1875,2,41.60915676868812
371.09375,2,46.77107128484474
375.0,2,53.51210134865229
378.90625,2,62.70798196449816
382.8125,2,76.03043225265313
386.71875,2,97.11770386799273
390.625,2,135.6714978752178
394.53125,2,229.11209176463765
398.4375,2,789.0603516883469
402.34375,2,517.0003624590682
406.25,2,190.29442950480586
410.15625,2,114.77750457716557
414.0625,2,81.12082358872823
417.96875,2,62.02032453997833
421.875,2,49.674564186506565
425.78125,2,41.00998000968167
429.6875,2,34.570415846792365
433.59375,2,29.576742619564047
437.5,2,25.57421265486842
441.40625,2,22.27942110046847
445.3125,2,19.506421286823464
449.21875,2,17.128018961668378
453.125,2,15.054137884755159
457.03125,2,13.219071044954582
460.9375,2,11.573629398276779
464.84375,2,10.080121794138122
468.75,2,8.709038748407878
472.65625,2,7.436797298293422
476.5625,2,6.244166158720015
480.46875,2,5.115137822715055
484.375,2,4.036100112889411
488.28125,2,2.99521119292792
492.1875,2,1.981913687480887
496.09375,2,0.9865433314394709
500.0,2,1.5130334425675876e-11
0.0,3,65.65866287606148
3.90625,3,22.99207275922708
7.8125,3,58.88528172037942
11.71875,3,165.48881937138884
15.625,3,1013.1899681676209
19.53125,3,155.42406632480962
23.4375,3,90.33545144204012
27.34375,3,65.6959258029768
31.25,3,52.49330030438915
35.15625,3,44.16592537641398
39.0625,3,38.39182605064346
42.96875,3,34.13417301966827
46.875,3,30.857161759342162
50.78125,3,28.254446254721408
54.6875,3,26.13736492450774
58.59375,3,24.38292741375769
62.5,3,22.907268201102628
66.40625,3,21.651082193323045
70.3125,3,20.571155141486674
74.21875,3,19.635196579681747
78.125,3,18.81855840613818
82.03125,3,18.102078637835675
85.9375,3,17.470622321049348
89.84375,3,16.912068688243036
93.75,3,16.416592184257112
97.65625,3,15.976141916774306
101.5625,3,15.584058091343728
105.46875,3,15.234784908263979
109.375,3,14.923652606375079
113.28125,3,14.646709878040332
117.1875,3,14.400593518451071
121.09375,3,14.182425968451138
125.0,3,13.989734010957939
128.90625,3,13.820383692171745
132.8125,3,13.672527818292632
136.71875,3,13.544563294764338
140.625,3,13.435096240495701
144.53125,3,13.342913297071984
148.4375,3,13.266957915214876
152.34375,3,13.206310672451695
156.25,3,13.160172881310086
160.15625,3,13.127852904616496
164.0625,3,13.108754715468546
167.96875,3,13.102368333839717
171.875,3,13.108261845651
175.78125,3,13.126074768653885
179.6875,3,13.155512576591434
183.59375,3,13.196342230574764
187.5,3,13.248388597829486
191.40625,3,13.311531663513417
195.3125,3,13.385704463016316
199.21875,3,13.470891680655381
203.125,3,13.567128877083459
207.03125,3,13.674502322573765
210.9375,3,13.793149427178701
214.84375,3,13.92325977202745
218.75,3,14.065076759722704
222.65625,3,14.218899915424778
226.5625,3,14.385087885447401
230.46875,3,14.564062196687523
234.375,3,14.756311858974009
238.28125,3,14.96239891443172
242.1875,3,15.182965063543696
246.09375,3,15.418739528793003
250.0,3,15.67054835352774
253.90625,3,15.939325380464926
257.8125,3,16.226125210245936
261.71875,3,16.53213851107987
265.625,3,16.85871013974291
269.53125,3,17.207360646485668
273.4375,3,17.57981187746511
277.34375,3,17.978017577085858
281.25,3,18.404200124399637
285.15625,3,18.860894854332212
289.0625,3,19.351003819653755
292.96875,3,19.877861394808146
296.875,3,20.44531485068118
300.78125,3,21.057824015465734
304.6875,3,21.720585486539374
308.59375,3,22.439688728085542
312.5,3,23.22231400785917
316.40625,3,24.07698584836598
320.3125,3,25.01390103106721
324.21875,3,26.04535804244344
328.125,3,27.186326542035626
332.03125,3,28.45521317001702
335.9375,3,29.874907483695097
339.84375,3,31.474235337873367
343.75,3,33.29001775421267
347.65625,3,35.370051559630916
351.5625,3,37.77753212215338
355.46875,3,40.5978036545966
359.375,3,43.94900368427138
363.28125,3,47.9995015568815
367.1875,3,52.99779261820006
371.09375,3,59.326630405360284
375.0,3,67.6079070848541
378.90625,3,78.9240667861579
382.8125,3,95.34144491543871
386.71875,3,121.35714552615909
390.625,3,168.96310903052358
394.53125,3,284.41332121178175
398.4375,3,976.499133290002
402.34375,3,637.928600262975
406.25,3,234.14539280863428
410.15625,3,140.84851930595303
414.0625,3,99.29341582944161
417.96875,3,75.73042335499213
421.875,3,60.51644494501639
425.78125,3,49.85236522175374
429.6875,3,41.9382926299039
433.59375,3,35.81118675784421
437.5,3,30.9089643298707
441.40625,3,26.881333136277505
445.3125,3,23.498465619970062
449.21875,3,20.603155941099075
453.125,3,18.08407840212739
457.03125,3,15.860029105318732
460.9375,3,13.870221279002694
464.84375,3,12.068080143971349
468.75,3,10.417143849794812
472.65625,3,8.88827598022218
476.5625,3,7.457718956990579
480.46875,3,6.105699896269743
484.375,3,4.81540660690849
488.28125,3,3.5722150789090588
492.1875,3,2.3630889188622257
496.09375,3,1.1760956301735501
500.0,3,7.011730455419504e-12
